article_id,company_name,source,title,introduction,published_at,url,labour_relations,human_rights_community,tax_transparency_accounting,shareholder_rights,health_safety,waste_pollution,company,conduct_anti_corruption,climate_transition,board_management,water_use,biodiversity,energy_resource
249,columbia,ESG Dive,Court agrees to rehear $14B climate funding freeze case,The recipients of $14 billion in Greenhouse Gas Reduction Fund grants frozen by the EPA will have their case reheard by all judges for the U.S. Court of Appeals for the District of Columbia Circuit.,2025-12-22,https://www.esgdive.com/news/appeals-court-rehear-climate-funding-freeze/808497/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.2,0.0,0.0,0.0,0.0
250,columbia,ESG Dive,"Trump administration illegally fired workers for real or perceived DEI roles, lawsuit alleges",The president’s “anti-DEI”-related directives allegedly “were targeted actions intended to punish perceived political enemies.”,2025-12-11,https://www.esgdive.com/news/trump-administration-illegally-fired-workers-for-perceived-political-affiliations/807666/,-0.8,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
77,nike,ESG Today,ESG Today: Week in Review,ESG News,2025-12-07,https://www.esgtoday.com/esg-today-week-in-review-240/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.0,0.0,0.0,0.0
66,nike,ESG Today,"UK Watchdog Bans Nike, Lacoste Ads Over Sustainability Claims",Companies / Regulators,2025-12-04,https://www.esgtoday.com/uk-watchdog-bans-nike-lacoste-ads-over-sustainability-claims/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,-0.6,0.0,0.0,0.0,0.0
197,columbia,ESG News,ESG News Week In Review: 23 November – 30 November,"In this week’s ESG News Week In Review , policy momentum and market signals shifted across every corner of the transition. The EU moved to delay and reassess its supply chain deforestation law, Germany pushed to revisit the 2035 combustion engine ban, and the EU committed $16.9B to support Africa’s clean energy expansion. Carbon removal advanced with Reverion securing $41M in deals backed by Google and H&M, Deep Sky deploying Airbus DAC technology, and new enhanced weathering credits issued across Asia and Latin America. Companies continued scaling transition tools—from hydrogen and nuclear partnerships to new industrial efficiency platforms—while climate finance accelerated through X-energy’s $700M raise for advanced reactors and Serentica’s push toward an $8B clean energy buildout in India.",2025-11-30,https://esgnews.com/esg-news-week-in-review-23-november-30-november/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
198,columbia,ESG News,Great Bear Carbon CEO Joseph Pallant Leads 3 Million-Hectare Indigenous Carbon Credit Project in British Columbia,"Joseph Pallant, CEO of Great Bear Carbon Credit Corporation sat down with ESG News CEO & Editor-in-Chief Matt Bird , to explore one of the world’s most significant Indigenous- led conservation finance initiatives — a carbon project spanning over 3 million hectares of First Nations territory along the coast of British Columbia.",2025-11-23,https://esgnews.com/great-bear-carbon-ceo-joseph-pallant-leads-3-million-hectare-indigenous-carbon-credit-project-in-british-columbia/,0.0,1.5,0.0,0.0,0.0,0.0,columbia,0.0,1.5,0.0,0.0,1.2,0.0
78,nike,ESG Today,ESG Today: Week in Review,ESG News,2025-11-16,https://www.esgtoday.com/esg-today-week-in-review-238/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.0,0.0,0.0,0.0
4,nike,ESG News,ESG News Week In Review: : 09 November – 16 November,"In this week’s ESG News Week In Review , the global sustainability landscape entered a phase of recalibration — not retreat — as governments, markets, and corporates aligned around a more pragmatic, technology-driven transition.",2025-11-16,https://esgnews.com/esg-news-week-in-review-09-november-16-november/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.0,0.0,0.0,0.0
5,nike,ESG News,Nike Expands Circular Polyester Sourcing With Syre and Loop Industries,"Nike has signed twin multi-year agreements with clean-tech innovators Syre and Loop Industries to secure large-scale supply of textile-to-textile circular polyester, accelerating its drive toward a fully closed-loop materials strategy.",2025-11-12,https://esgnews.com/nike-expands-circular-polyester-sourcing-with-syre-and-loop-industries/,0.0,0.0,0.0,0.0,0.0,0.5,nike,0.0,0.4,0.0,0.0,0.0,0.3
67,nike,ESG Today,"Nike Signs Deals for Recycled Materials with Cleantech Startups Syre, Loop",Companies / Environment,2025-11-11,https://www.esgtoday.com/nike-signs-deals-for-recycled-materials-with-cleantech-startups-syre-loop/,0.0,0.0,0.0,0.0,0.0,0.4,nike,0.0,0.3,0.0,0.0,0.0,0.0
251,columbia,ESG Dive,Microsoft inks deal to remove atmospheric CO2 using mine waste,"Canada-based carbon removal company Arca will remove 300,000 metric tons of CO2 for the tech company through a process called industrial mineralization.",2025-10-31,https://www.esgdive.com/news/microsoft-inks-arca-deal-to-remove-atmospheric-co2-using-mine-waste/804408/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
199,columbia,ESG News,Net Purpose Acquires SDI AOP to Create Global Standard for Sustainable Investing,"• Combined platform to serve investors representing over US$40 trillion in assets under management • Integration to unify methodologies for Sustainable Development Investments (SDIs) and SDG alignment • Founding pension funds—APG, PGGM, AustralianSuper, and BCI—retain board representation to guide governance",2025-10-30,https://esgnews.com/net-purpose-acquires-sdi-aop-to-create-global-standard-for-sustainable-investing/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.3,0.0,0.0,0.0
291,columbia,ESG Today,Net Purpose Acquires SDI AOP to Create Integrated Sustainable Investment Data Platform,"ESG Tools, Services / Investors / M&A",2025-10-29,https://www.esgtoday.com/net-purpose-acquires-sdi-aop-to-create-integrated-sustainable-investment-data-platform/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
290,columbia,ESG Today,"Microsoft Signs Deal to Use Mining Waste to Remove Nearly 300,000 Tons of CO2",Companies / Environment,2025-10-29,https://www.esgtoday.com/microsoft-signs-deal-to-use-mining-waste-to-remove-nearly-300000-tons-of-co2/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
200,columbia,ESG News,Amazon Backs Modular Nuclear Build to Power AI and Cloud with Carbon-Free Energy,"A new energy campus is poised to reshape both the region’s grid and the intersection of digital infrastructure and climate strategy. Amazon, Energy Northwest and SMR-developer X-energy today unveiled plans for the Cascade Advanced Energy Facility, a next-generation nuclear deployment designed to meet the insatiable energy demands of cloud services and artificial intelligence with reliable carbon-free power.",2025-10-21,https://esgnews.com/amazon-backs-modular-nuclear-build-to-power-ai-and-cloud-with-carbon-free-energy/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.4,0.0,0.0,0.0,0.4
252,columbia,ESG Dive,States sue EPA over canceled Solar for All grants,"In the third lawsuit filed about the grants this month, 22 states and the District of Columbia contend the agency illegally revoked $7 billion in clean energy funds awarded to local governments.",2025-10-20,https://www.esgdive.com/news/states-sue-epa-canceled-solar-for-all-grants/803222/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,-0.3,0.0,0.0,0.0,-0.3
79,nike,ESG Today,Apollo Appoints Jaycee Pribulsky as Chief Sustainability Officer,Executive Moves / Private Equity & Venture Capital,2025-10-20,https://www.esgtoday.com/apollo-appoints-jaycee-pribulsky-as-chief-sustainability-officer/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.0,0.0,0.0,0.0
292,columbia,ESG Today,"Svante Hails Nobel Prize in Chemistry, Validating Metal-Organic Framework Technology is Critical for Commercial Carbon Capture",,2025-10-15,https://www.esgtoday.com/svante-hails-nobel-prize-in-chemistry-validating-metal-organic-framework-technology-is-critical-for-commercial-carbon-capture/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.2,0.0,0.0,0.0,0.0
123,puma,ESG Today,"PUMA Releases New Podcast Unpacking the Past, Present and Future of Football Jerseys",,2025-10-02,https://www.esgtoday.com/puma-releases-new-podcast-unpacking-the-past-present-and-future-of-football-jerseys/,0.0,0.0,0.0,0.0,0.0,0.0,puma,0.0,0.0,0.0,0.0,0.0,0.0
6,nike,ESG News,Apollo Appoints Former Nike Executive Jaycee Pribulsky as Partner and Chief Sustainability Officer,"Apollo Global Management has named Jaycee Pribulsky as Partner and Chief Sustainability Officer, effective October 1, marking a significant leadership transition at one of the world’s largest alternative asset managers.",2025-10-02,https://esgnews.com/apollo-appoints-former-nike-executive-jaycee-pribulsky-as-partner-and-chief-sustainability-officer/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.0,0.0,0.0,0.0
201,columbia,ESG News,How TRIIBE Is Building a Future-Ready Generation of Changemakers,"TRIIBE is a nonprofit founded in 2024, is focused on helping established college-student-run nonprofit founders scale impact. TRIIBE has already formed a community rooted in resilience, compassion, and action. Most importantly, TRIIBE has cultivated a space that places youth as the focus, not the footnote.",2025-09-11,https://esgnews.com/how-triibe-is-building-a-future-ready-generation-of-changemakers/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
293,columbia,ESG Today,Albertsons Companies Foundation’s Nourishing Neighbors Program Advances Hunger Relief Programs in Recognition of Hunger Action Month,,2025-09-02,https://www.esgtoday.com/albertsons-companies-foundations-nourishing-neighbors-program-advances-hunger-relief-programs-in-recognition-of-hunger-action-month/,0.0,0.3,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
253,columbia,ESG Dive,"Meta, Silicon Ranch partner on solar farm for South Carolina data center","Silicon Ranch will invest $100 million to bring the 100MW facility online by 2027, and Meta will receive renewable energy credits from the deal to help power its first data center in the state.",2025-08-19,https://www.esgdive.com/news/meta-silicon-ranch-partner-south-carolina-solar-farm-aiken-data-center/758046/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
254,columbia,ESG Dive,DOT relaunches EV charging fund with stripped-down guidance,"Transportation Secretary Sean Duffy said he does not “agree with subsidizing green energy,” but he will run the NEVI program “efficiently.” Critics said all he did was delay implementation.",2025-08-18,https://www.esgdive.com/news/dot-issues-revised-ev-charger-funding-guidance-for-states/757901/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,-0.2,0.0,0.0,0.0,0.0
202,columbia,ESG News,ESG News Week In Review: 10 August – 17 August,"From billion-dollar climate finance deals to wildfire emergencies, this week’s ‘Week in Review’ shows just how high the stakes are for sustainability.",2025-08-17,https://esgnews.com/esg-news-week-in-review-10-august-17-august/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
255,columbia,ESG Dive,Battery recycling facilities and programs ramp up in U.S. and Canada,"Princeton NuEnergy’s black mass facility has opened,  while Washington seeks comments on its battery EPR rulemaking.",2025-08-14,https://www.esgdive.com/news/battery-recycling-princeton-nuenergy-washington-epr-call2recycle-canada/757685/,0.0,0.0,0.0,0.0,0.0,0.2,columbia,0.0,0.0,0.0,0.0,0.0,0.0
203,columbia,ESG News,"British Columbia Updates Offset Protocol Framework, Reviews Fuel Switch Protocol","British Columbia has outlined its updated approach to developing, reviewing, and maintaining greenhouse gas offset protocols under its Offset Protocol Policy (OPP), aiming to enhance transparency and diversify projects that achieve permanent emissions reductions.",2025-08-11,https://esgnews.com/british-columbia-updates-offset-protocol-framework-reviews-fuel-switch-protocol/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.3,0.0,0.0,0.0,0.0
102,adidas,ESG Dive,"Increased production, polyester use causing fashion industry’s emissions to rise: report","The apparel sector’s greenhouse gas emissions increased to 944 million metric tons in 2023, up by 7.5% compared to 2022, according to the Apparel Impact Institute.",2025-08-05,https://www.esgdive.com/news/overproduction-polyester-use-causing-fashion-industry-emissions-to-rise-aii/756790/,0.0,0.0,0.0,0.0,0.0,-0.4,adidas,0.0,-0.6,0.0,0.0,0.0,-0.6
204,columbia,ESG News,Enbridge Commits $2 Billion to Solar and Gas Projects to Power Data Centers and Industrial Growth,"Enbridge Inc. is accelerating its infrastructure investments with the launch of projects worth approximately $2 billion, designed to meet rising power demand from data centers, the industrial sector, and LNG markets across North America.",2025-08-04,https://esgnews.com/enbridge-commits-2-billion-to-solar-and-gas-projects-to-power-data-centers-and-industrial-growth/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
294,columbia,ESG Today,Green Alpha Investments Appoints Sustainable Finance Pioneer Erika Karp as President and Partner,,2025-07-31,https://www.esgtoday.com/green-alpha-investments-appoints-sustainable-finance-pioneer-erika-karp-as-president-and-partner/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.3,0.0,0.0,0.0
44,nike,ESG Dive,Circularity in fashion is ‘mainstream’ but progress slowing: report,The 2025 Circular Fashion Index from Kearney found that a lack of a clear business case for circularity is holding up efforts.,2025-07-22,https://www.esgdive.com/news/kearney-circular-fashion-index-sustainability-circularity-mainstream/753635/,0.0,0.0,0.0,0.0,0.0,-0.2,nike,0.0,0.0,0.0,0.0,0.0,0.0
