company_name,source,title,introduction,date,url
nike,ESG News,EU Proposes Industrial Accelerator Act To Boost Low Carbon Manufacturing,"The European Commission has unveiled the Industrial Accelerator Act, a sweeping legislative proposal designed to boost demand for low carbon technologies produced in Europe while reinforcing the region’s industrial base amid rising global competition.",2026-03-05,https://esgnews.com/eu-proposes-industrial-accelerator-act-to-boost-low-carbon-manufacturing/
nike,ESG News,China Targets 17% Carbon Intensity Cut By 2030 In New Climate Plan,China has released a new five-year economic decarbonisation plan that seeks to reduce emissions intensity while maintaining energy security in the world’s second-largest economy.,2026-03-05,https://esgnews.com/china-targets-17-carbon-intensity-cut-by-2030-in-new-climate-plan/
nike,ESG News,South Korea Moves Toward Mandatory ISSB-Aligned Climate Disclosures For Large KOSPI Firms,"The Korean Financial Services Commission (FSC) has launched a consultation on a national roadmap that would introduce mandatory sustainability reporting for major listed companies, aligning the country’s disclosure framework with global standards developed by the International Sustainability Standards Board.",2026-03-05,https://esgnews.com/south-korea-moves-toward-mandatory-issb-aligned-climate-disclosures-for-large-kospi-firms/
nike,ESG News,"Google Commits $50 Million to Cut Methane, Other Superpollutants Through 2030","Google has pledged at least $50 million through 2030 to eliminate some of the most powerful greenhouse gases warming the planet, joining a new corporate coalition focused on rapidly cutting so-called superpollutants.",2026-03-06,https://esgnews.com/google-commits-50-million-to-cut-methane-other-superpollutants-through-2030/
nike,ESG News,Mantle8 Secures $2.2M EU Just Transition Fund Grant For Natural Hydrogen Tech,"Mantle8, a European natural hydrogen exploration company, has secured €2.06 million ($2.2 million) from the European Union’s Just Transition Fund to accelerate development of its natural hydrogen technology platform.",2026-03-10,https://esgnews.com/mantle8-secures-2-2m-eu-just-transition-fund-grant-for-natural-hydrogen-tech/
nike,ESG News,UK Launches Net Zero Carbon Buildings Standard To Define Credible Climate Claims Across Property Sector,"A new cross industry framework designed to define what constitutes a genuine net zero carbon building has formally launched in the UK, offering the property sector its first unified benchmark for verifying climate claims.",2026-03-10,https://esgnews.com/uk-launches-net-zero-carbon-buildings-standard-to-define-credible-climate-claims-across-property-sector/
nike,ESG News,EU Chief Calls Europe’s Nuclear Phase-Down A Strategic Mistake,"Europe’s retreat from nuclear energy over the past three decades was a “ strategic mistake ,” European Commission President Ursula von der Leyen said Tuesday, arguing that the shift has left the region vulnerable to volatile fossil fuel markets at a time of rising geopolitical tension.",2026-03-10,https://esgnews.com/eu-chief-calls-europes-nuclear-phase-down-a-strategic-mistake/
nike,ESG News,German Start-Up Polarise Targets 30 MW AI Data Centre Expansion,A German technology start-up is moving to expand Europe’s control over artificial intelligence infrastructure with plans to build a major new data centre that could double the country’s domestically operated computing capacity.,2026-03-10,https://esgnews.com/german-start-up-polarise-targets-30-mw-ai-data-centre-expansion/
nike,ESG News,Sustainable Shoe Brand Rice Launches Vegan Sneaker,"Sustainable footwear brand Rice from Spain has introduced a completely vegan sneaker. The all-black “Open21” is made not only from various sustainable materials such as vegan corn and apple leather, organic cotton and recycled materials, but also from real rice grains: the outer sole has a visible rice texture.",2023-01-05,https://esgnews.com/sustainable-shoe-brand-rice-launches-vegan-sneaker/
nike,ESG Dive,"Trump’s anti-DEI orders stand for now, but future challenges can’t be ruled out","The White House is emboldened to act “aggressively,” making it important for employers to audit their DEI programs, management-side attorneys say.",2026-03-05,https://www.esgdive.com/news/trump-anti-dei-orders-stand-future-challenges/813931/
nike,ESG Dive,Nike signs agreement to power Japan operations with solar energy,"The athletic footwear and apparel brand’s Japan subsidiary has signed a virtual power purchase agreement with Mitsui & Co., which will supply Nike with clean electricity for its operations.",2026-02-25,https://www.esgdive.com/news/nike-mitsui-sign-ppa-to-power-japan-operations-with-solar-energy/813136/
nike,ESG Dive,Legal group claims victory after EEOC ‘retreated’ on law firm DEI letters,"Most of the 20 major law firms that received letters declined to provide the requested information, and the agency said it “considers the matter of responding to those letters closed.”",2026-02-11,https://www.esgdive.com/news/eeoc-law-firms-end-lawsuit-dei-practices/811979/
nike,ESG Dive,Nike among the first targeted by EEOC for DEI activity,The retail giant called the commission’s attempt to enforce an administrative subpoena Wednesday a “surprising and unusual escalation.”,2026-02-05,https://www.esgdive.com/news/eeoc-nike-anti-white-bias-subpoena-dei/811464/
nike,ESG Dive,Circularity in fashion is ‘mainstream’ but progress slowing: report,The 2025 Circular Fashion Index from Kearney found that a lack of a clear business case for circularity is holding up efforts.,2025-07-22,https://www.esgdive.com/news/kearney-circular-fashion-index-sustainability-circularity-mainstream/753635/
nike,ESG Dive,K-leather ban reintroduced in US Senate in effort to curb kangaroo skin trade,"The Kangaroo Protection Act prohibits the sale and manufacturing of products made from kangaroo skin and carries fines of up to $10,000.",2025-06-27,https://www.esgdive.com/news/kangaroo-protection-act-2025-duckworth-booker-social-responsibility/751863/
nike,ESG Dive,Lululemon taps ex-Nike CSO for senior sustainability role,Noel Kinder will oversee the apparel brand’s internal and external green strategies in his role as senior vice president of sustainability.,2025-05-21,https://www.esgdive.com/news/lululemon-taps-ex-nike-cso-for-senior-sustainability-role-noel-kinder/748759/
nike,ESG Dive,Disney shareholders vote to remain in embattled LGBTQ+ ranking,Only 1% of shareholders voted in favor of stepping back from the Human Rights Campaign’s Corporate Equality Index.,2025-03-26,https://www.esgdive.com/news/disney-shareholders-vote-to-remain-in-embattled-lgbtq-ranking/743612/
nike,ESG Dive,"Shein unveils denim printing process designed to reduce water, energy use",The fast fashion giant said the number of products it created using the technology increased by 90% last year.,2025-01-13,https://www.esgdive.com/news/shein-denim-tech-reduced-energy-use/737183/
nike,ESG Dive,Shein faces greenwashing investigation in Italy,The Italian Competition Authority is accusing the fast fashion giant of posting misleading sustainability claims on its website.,2024-10-03,https://www.esgdive.com/news/shein-greenwashing-complaint-italy-fast-fashion/728718/
nike,ESG Dive,Shein reports 2 cases of child labor in its supply chain,"The fast fashion giant discovered the cases last year, and suspended orders from the manufacturers pending “appropriate remediation.”",2024-08-26,https://www.esgdive.com/news/shein-reports-child-labor-violations-supply-chain/725218/
nike,ESG Dive,"Tractor Supply retreats on DEI, climate after ‘anti-woke’ backlash. Now the real fallout begins.","The retailer’s pullback of its corporate diversity and climate efforts could alienate some customers, employees and investors.",2024-07-15,https://www.esgdive.com/news/tractor-supply-woke-DEI-consequences-uncertainty/721269/
nike,ESG Dive,Shein factory employees work long hours under poor conditions: report,"Following allegations from human rights group Public Eye, the fast fashion giant said it invests tens of millions of dollars into strengthening its supply chain governance and compliance.",2024-05-21,https://www.esgdive.com/news/shein-public-eye-factory-workers-hours-wage/716745/
nike,ESG Dive,Apple reports it’s halved emissions since 2015 for goal of carbon neutrality by 2030,"The Cupertino, California-based tech giant also set new 2030 goals for clean energy and clean water.",2024-04-22,https://www.esgdive.com/news/apple-2023-environmental-reports-emissions-halved-since-2015-carbon-neutral-esg/713873/
nike,ESG Dive,Flexing for the planet: How Walmart crushed its supplier emissions target,"The retail giant leaned on education, financing and recognition to get its supply chain on board with Project Gigaton, a sustainability executive with the company told Supply Chain Dive.",2024-03-22,https://www.esgdive.com/news/walmart-project-gigaton-scope-3-supplier-emissions-ron-voglewede/711104/
nike,ESG Dive,"Target, Starbucks top racial and gender pay scorecard while Nike slides: report","The scorecard, the seventh annual from Arjuna Capital, surveyed over 128 companies across seven sectors.",2024-03-14,https://www.esgdive.com/news/target-starbucks-top-racial-and-gender-pay-scorecard-Arjuna-Capital/710346/
nike,ESG Dive,Walmart hits supplier emissions goal 6 years early,The retailer’s vendors have already reported enough projects to fulfill Project Gigaton’s target of cutting 1 billion metric tons of greenhouse gases from its supply chain.,2024-02-23,https://www.esgdive.com/news/walmart-project-gigaton-scope-3-supplier-emissions-6-years-early/708327/
nike,ESG Dive,"Shell rebrands climate tech company Studio X as Onward, eyes net-zero economy",The updated energy venture falls in line with the oil major’s goal to become a net-zero emissions energy business by 2050.,2024-02-08,https://www.esgdive.com/news/shell-rebrands-climate-tech-company-studio-x-as-onward/707019/
nike,ESG Dive,"Amazon prioritizing ESG in procurement, but gathering data is ‘increasingly painstaking’",Buyers said getting information from suppliers is difficult because of research and data collection challenges combined with time constraints.,2023-11-21,https://www.esgdive.com/news/amazon-prioritizing-esg-in-procurement-but-gathering-data-is-difficult/700471/
nike,ESG Dive,Sustainable Apparel Coalition CEO to step down,Amina Razvi will leave the nonprofit coalition of fashion industry brands in December.,2023-11-16,https://www.esgdive.com/news/sustainable-apparel-coalition-ceo-leaves/700273/
nike,ESG Dive,Estée Lauder says it has hit global pay equity target in select sectors,The beauty and fragrance brand also said it has reached carbon neutrality for scope 1 and scope 2 emissions for the fourth consecutive year during an earnings call.,2023-11-03,https://www.esgdive.com/news/estee-lauder-says-it-has-hit-global-pay-equity-target-in-select-sectors/698757/
nike,ESG Dive,"Apple, Nike and others back new clean energy project to decarbonize supply chains","The Clean Energy Procurement Academy, whose founding members also include Amazon, Meta and PepsiCo, aims to boost clean energy procurement and curb emissions.",2023-11-01,https://www.esgdive.com/news/apple-nike-clean-energy-procurement-academy-decarbonize-supply-chain/698465/
nike,ESG Dive,Apparel firms rank in top 100 public companies on ESG disclosures,"The 100 Best Corporate Citizens report found that Nike, VF Corp. and Ralph Lauren ranked highly in environmental and social practices.",2023-10-25,https://www.esgdive.com/news/corporate-citizens-Nike-Target-VFCorp-ESG/697068/
nike,ESG Today,Nike Appoints New Chief Sustainability Officer,Companies / Executive Moves,2026-03-04,https://www.esgtoday.com/nike-appoints-new-chief-sustainability-officer/
nike,ESG Today,Nike Sources 100% Clean Electricity for Japan Operations,Companies / Energy Transition,2026-02-24,https://www.esgtoday.com/nike-sources-100-clean-electricity-for-japan-operations/
nike,ESG Today,Nike Hit with Federal Investigation Alleging Discrimination Against White Workers in U.S. DEI Crackdown,Companies / Government,2026-02-05,https://www.esgtoday.com/nike-hit-with-federal-investigation-alleging-discrimination-against-white-workers-in-u-s-dei-crackdown/
nike,ESG Today,"UK Watchdog Bans Nike, Lacoste Ads Over Sustainability Claims",Companies / Regulators,2025-12-04,https://www.esgtoday.com/uk-watchdog-bans-nike-lacoste-ads-over-sustainability-claims/
nike,ESG Today,"Nike Signs Deals for Recycled Materials with Cleantech Startups Syre, Loop",Companies / Environment,2025-11-11,https://www.esgtoday.com/nike-signs-deals-for-recycled-materials-with-cleantech-startups-syre-loop/
nike,ESG Today,Lululemon Appoints Former Nike CSO as New Sustainability Head,Companies / Executive Moves,2025-05-21,https://www.esgtoday.com/lululemon-appoints-former-nike-cso-as-new-sustainability-head/
nike,ESG Today,"Apple, Nike, Launch Initiative to Accelerate Adoption of Clean Energy in Supply Chains",Companies / Energy Transition,2023-10-30,https://www.esgtoday.com/apple-nike-launch-initiative-to-accelerate-adoption-of-clean-energy-in-supply-chains/
nike,ESG Today,Nike Launches First-Ever Hydrogen-Powered Inland Container Ship,Companies / Energy Transition,2023-05-25,https://www.esgtoday.com/nike-launches-first-ever-hydrogen-powered-inland-container-ship/
nike,ESG Today,Nike Explores Use of Carbon Negative Biomaterial to Reduce Emissions Footprint,Companies / Environment,2021-08-26,https://www.esgtoday.com/nike-explores-use-of-carbon-negative-biomaterial-to-reduce-emissions-footprint/
nike,ESG Today,"Nike Launches Broad Set of 2025 Sustainability Targets, Ties Exec Comp to ESG Goals",Companies / Environment / Social,2021-03-16,https://www.esgtoday.com/nike-launches-broad-set-of-2025-sustainability-targets-ties-exec-comp-to-esg-goals/
nike,ESG Today,ESG Today: Week in Review,ESG News,2026-03-08,https://www.esgtoday.com/esg-today-week-in-review-251/
